MONTH,DAY,PERIOD,1
1,15,47,0
1,15,48,0
1,16,1,0
1,16,2,0
1,16,3,0
1,16,4,0
1,16,5,0
1,16,6,0
1,16,7,0
1,16,8,0
1,16,9,0
1,16,10,0
1,16,11,0
1,16,12,0
1,16,13,0.290892857
1,16,14,0.290892857
1,16,15,0.579923469
1,16,16,0.579923469
1,16,17,0.482185374
1,16,18,0.482185374
1,16,19,0.311921769
1,16,20,0.311921769
1,16,21,0.579302721
1,16,22,0.579302721
1,16,23,0.812806122
1,16,24,0.812806122
1,16,25,0.564047619
1,16,26,0.564047619
1,16,27,0.640187075
1,16,28,0.640187075
1,16,29,0.387312925
1,16,30,0.387312925
1,16,31,0.206003401
1,16,32,0.206003401
1,16,33,0.182746599
1,16,34,0.182746599
1,16,35,0.306845238
1,16,36,0.306845238
1,16,37,0.074405612
1,16,38,0.074405612
1,16,39,0
1,16,40,0
1,16,41,0
1,16,42,0
1,16,43,0
1,16,44,0
1,16,45,0
1,16,46,0
1,16,47,0
1,16,48,0
1,17,1,0
1,17,2,0
1,17,3,0
1,17,4,0
1,17,5,0
1,17,6,0
1,17,7,0
1,17,8,0
1,17,9,0
1,17,10,0
1,17,11,0
1,17,12,0
1,17,13,0.21797619
1,17,14,0.21797619
1,17,15,0.627440476
1,17,16,0.627440476
1,17,17,0.789234694
1,17,18,0.789234694
1,17,19,0.790943878
1,17,20,0.790943878
1,17,21,0.744013605
1,17,22,0.744013605
1,17,23,0.618503401
1,17,24,0.618503401
1,17,25,0.64162415
1,17,26,0.64162415
1,17,27,0.426071429
1,17,28,0.426071429
1,17,29,0.618886054
1,17,30,0.618886054
1,17,31,0.54212585
1,17,32,0.54212585
1,17,33,0.314447279
1,17,34,0.314447279
1,17,35,0.211428571
1,17,36,0.211428571
1,17,37,0.02342602
1,17,38,0.02342602
1,17,39,0
1,17,40,0
1,17,41,0
1,17,42,0
1,17,43,0
1,17,44,0
1,17,45,0
1,17,46,0
1,17,47,0
1,17,48,0
1,18,1,0
1,18,2,0
1,18,3,0
1,18,4,0
1,18,5,0
1,18,6,0
1,18,7,0
1,18,8,0
1,18,9,0
1,18,10,0
1,18,11,0
1,18,12,0
1,18,13,0.09835034
1,18,14,0.09835034
1,18,15,0.405187075
1,18,16,0.405187075
1,18,17,0.68380102
1,18,18,0.68380102
1,18,19,0.694846939
1,18,20,0.694846939
1,18,21,0.778197279
1,18,22,0.778197279
1,18,23,0.575697279
1,18,24,0.575697279
1,18,25,0.632312925
1,18,26,0.632312925
1,18,27,0.673163265
1,18,28,0.673163265
1,18,29,0.542253401
1,18,30,0.542253401
1,18,31,0.383571429
1,18,32,0.383571429
1,18,33,0.337840136
1,18,34,0.337840136
1,18,35,0.167142857
1,18,36,0.167142857
1,18,37,0.009666667
1,18,38,0.009666667
1,18,39,0
1,18,40,0
1,18,41,0
1,18,42,0
1,18,43,0
1,18,44,0
1,18,45,0
1,18,46,0
1,18,47,0
1,18,48,0
1,19,1,0
1,19,2,0
1,19,3,0
1,19,4,0
1,19,5,0
1,19,6,0
1,19,7,0
1,19,8,0
1,19,9,0
1,19,10,0
1,19,11,0
1,19,12,0
1,19,13,0.116811224
1,19,14,0.116811224
1,19,15,0.310705782
1,19,16,0.310705782
1,19,17,0.640076531
1,19,18,0.640076531
1,19,19,0.776641156
1,19,20,0.776641156
1,19,21,0.774472789
1,19,22,0.774472789
1,19,23,0.83335034
1,19,24,0.83335034
1,19,25,0.768248299
1,19,26,0.768248299
1,19,27,0.793818027
1,19,28,0.793818027
1,19,29,0.790790816
1,19,30,0.790790816
1,19,31,0.71457483
1,19,32,0.71457483
1,19,33,0.492678571
1,19,34,0.492678571
1,19,35,0.152627551
1,19,36,0.152627551
1,19,37,0.027917517
1,19,38,0.027917517
1,19,39,0
1,19,40,0
1,19,41,0
1,19,42,0
1,19,43,0
1,19,44,0
1,19,45,0
1,19,46,0
1,19,47,0
1,19,48,0
1,20,1,0
1,20,2,0
1,20,3,0
1,20,4,0
1,20,5,0
1,20,6,0
1,20,7,0
1,20,8,0
1,20,9,0
1,20,10,0
1,20,11,0
1,20,12,0
1,20,13,0.129727891
1,20,14,0.129727891
1,20,15,0.237746599
1,20,16,0.237746599
1,20,17,0.141879252
1,20,18,0.141879252
1,20,19,0.398758503
1,20,20,0.398758503
1,20,21,0.787185374
1,20,22,0.787185374
1,20,23,0.595960884
1,20,24,0.595960884
1,20,25,0.712755102
1,20,26,0.712755102
1,20,27,0.769770408
1,20,28,0.769770408
1,20,29,0.787423469
1,20,30,0.787423469
1,20,31,0.727117347
1,20,32,0.727117347
1,20,33,0.628818027
1,20,34,0.628818027
1,20,35,0.498767007
1,20,36,0.498767007
1,20,37,0.03359949
1,20,38,0.03359949
1,20,39,0
1,20,40,0
1,20,41,0
1,20,42,0
1,20,43,0
1,20,44,0
1,20,45,0
1,20,46,0
1,20,47,0
1,20,48,0
1,21,1,0
1,21,2,0
1,21,3,0
1,21,4,0
1,21,5,0
1,21,6,0
1,21,7,0
1,21,8,0
1,21,9,0
1,21,10,0
1,21,11,0
1,21,12,0
1,21,13,0.015772959
1,21,14,0.015772959
1,21,15,0.341930272
1,21,16,0.341930272
1,21,17,0.782780612
1,21,18,0.782780612
1,21,19,0.833928571
1,21,20,0.833928571
1,21,21,0.839362245
1,21,22,0.839362245
1,21,23,0.83167517
1,21,24,0.83167517
1,21,25,0.817423469
1,21,26,0.817423469
1,21,27,0.830510204
1,21,28,0.830510204
1,21,29,0.768035714
1,21,30,0.768035714
1,21,31,0.714090136
1,21,32,0.714090136
1,21,33,0.655348639
1,21,34,0.655348639
1,21,35,0.345527211
1,21,36,0.345527211
1,21,37,0.035005102
1,21,38,0.035005102
1,21,39,0
1,21,40,0
1,21,41,0
1,21,42,0
1,21,43,0
1,21,44,0
1,21,45,0
1,21,46,0
1,21,47,0
1,21,48,0
1,22,1,0
1,22,2,0
1,22,3,0
1,22,4,0
1,22,5,0
1,22,6,0
1,22,7,0
1,22,8,0
1,22,9,0
1,22,10,0
1,22,11,0
1,22,12,0
1,22,13,0.271547619
1,22,14,0.271547619
1,22,15,0.720493197
1,22,16,0.720493197
1,22,17,0.830952381
1,22,18,0.830952381
1,22,19,0.854166667
1,22,20,0.854166667
1,22,21,0.872389456
1,22,22,0.872389456
1,22,23,0.877644558
1,22,24,0.877644558
1,22,25,0.873435374
1,22,26,0.873435374
1,22,27,0.866998299
1,22,28,0.866998299
1,22,29,0.854192177
1,22,30,0.854192177
1,22,31,0.82462585
1,22,32,0.82462585
1,22,33,0.790357143
1,22,34,0.790357143
1,22,35,0.596981293
1,22,36,0.596981293
1,22,37,0.078164966
1,22,38,0.078164966
1,22,39,0
1,22,40,0
1,22,41,0
1,22,42,0
1,22,43,0
1,22,44,0
1,22,45,0
1,22,46,0
1,22,47,0
1,22,48,0
1,23,1,0
1,23,2,0
1,23,3,0
1,23,4,0
1,23,5,0
1,23,6,0
1,23,7,0
1,23,8,0
1,23,9,0
1,23,10,0
1,23,11,0
1,23,12,0
1,23,13,0.266811224
1,23,14,0.266811224
1,23,15,0.715170068
1,23,16,0.715170068
1,23,17,0.813596939
1,23,18,0.813596939
1,23,19,0.844056122
1,23,20,0.844056122
1,23,21,0.858758503
1,23,22,0.858758503
1,23,23,0.863086735
1,23,24,0.863086735
1,23,25,0.858401361
1,23,26,0.858401361
1,23,27,0.851853741
1,23,28,0.851853741
1,23,29,0.840187075
1,23,30,0.840187075
1,23,31,0.79122449
1,23,32,0.79122449
1,23,33,0.778792517
1,23,34,0.778792517
1,23,35,0.589234694
1,23,36,0.589234694
1,23,37,0.076542517
1,23,38,0.076542517
1,23,39,0
1,23,40,0
1,23,41,0
1,23,42,0
1,23,43,0
1,23,44,0
1,23,45,0
1,23,46,0
1,23,47,0
1,23,48,0
1,24,1,0
1,24,2,0
1,24,3,0
1,24,4,0
1,24,5,0
1,24,6,0
1,24,7,0
1,24,8,0
1,24,9,0
1,24,10,0
1,24,11,0
1,24,12,0
1,24,13,0.237057823
1,24,14,0.237057823
1,24,15,0.125017007
1,24,16,0.125017007
1,24,17,0.546556122
1,24,18,0.546556122
1,24,19,0.775068027
1,24,20,0.775068027
1,24,21,0.791003401
1,24,22,0.791003401
1,24,23,0.809846939
1,24,24,0.809846939
1,24,25,0.76255102
1,24,26,0.76255102
1,24,27,0.800952381
1,24,28,0.800952381
1,24,29,0.825212585
1,24,30,0.825212585
1,24,31,0.789056122
1,24,32,0.789056122
1,24,33,0.756088435
1,24,34,0.756088435
1,24,35,0.46335034
1,24,36,0.46335034
1,24,37,0.074393707
1,24,38,0.074393707
1,24,39,0
1,24,40,0
1,24,41,0
1,24,42,0
1,24,43,0
1,24,44,0
1,24,45,0
1,24,46,0
1,24,47,0
1,24,48,0
1,25,1,0
1,25,2,0
1,25,3,0
1,25,4,0
1,25,5,0
1,25,6,0
1,25,7,0
1,25,8,0
1,25,9,0
1,25,10,0
1,25,11,0
1,25,12,0
1,25,13,0.242814626
1,25,14,0.242814626
1,25,15,0.686454082
1,25,16,0.686454082
1,25,17,0.791632653
1,25,18,0.791632653
1,25,19,0.769277211
1,25,20,0.769277211
1,25,21,0.739396259
1,25,22,0.739396259
1,25,23,0.729302721
1,25,24,0.729302721
1,25,25,0.772168367
1,25,26,0.772168367
1,25,27,0.689277211
1,25,28,0.689277211
1,25,29,0.713664966
1,25,30,0.713664966
1,25,31,0.528988095
1,25,32,0.528988095
1,25,33,0.322151361
1,25,34,0.322151361
1,25,35,0.103715986
1,25,36,0.103715986
1,25,37,0.032804422
1,25,38,0.032804422
1,25,39,0
1,25,40,0
1,25,41,0
1,25,42,0
1,25,43,0
1,25,44,0
1,25,45,0
1,25,46,0
1,25,47,0
1,25,48,0
1,26,1,0
1,26,2,0
1,26,3,0
1,26,4,0
1,26,5,0
1,26,6,0
1,26,7,0
1,26,8,0
1,26,9,0
1,26,10,0
1,26,11,0
1,26,12,0
1,26,13,0.235518707
1,26,14,0.235518707
1,26,15,0.682534014
1,26,16,0.682534014
1,26,17,0.792312925
1,26,18,0.792312925
1,26,19,0.820357143
1,26,20,0.820357143
1,26,21,0.839668367
1,26,22,0.839668367
1,26,23,0.848290816
1,26,24,0.848290816
1,26,25,0.854659864
1,26,26,0.854659864
1,26,27,0.833826531
1,26,28,0.833826531
1,26,29,0.82164966
1,26,30,0.82164966
1,26,31,0.598954082
1,26,32,0.598954082
1,26,33,0.184515306
1,26,34,0.184515306
1,26,35,0.045590136
1,26,36,0.045590136
1,26,37,0.044053571
1,26,38,0.044053571
1,26,39,0
1,26,40,0
1,26,41,0
1,26,42,0
1,26,43,0
1,26,44,0
1,26,45,0
1,26,46,0
1,26,47,0
1,26,48,0
1,27,1,0
1,27,2,0
1,27,3,0
1,27,4,0
1,27,5,0
1,27,6,0
1,27,7,0
1,27,8,0
1,27,9,0
1,27,10,0
1,27,11,0
1,27,12,0
1,27,13,0.161998299
1,27,14,0.161998299
1,27,15,0.225603741
1,27,16,0.225603741
1,27,17,0.472278912
1,27,18,0.472278912
1,27,19,0.465331633
1,27,20,0.465331633
1,27,21,0.514838435
1,27,22,0.514838435
1,27,23,0.595518707
1,27,24,0.595518707
1,27,25,0.674209184
1,27,26,0.674209184
1,27,27,0.555034014
1,27,28,0.555034014
1,27,29,0.208256803
1,27,30,0.208256803
1,27,31,0.121768707
1,27,32,0.121768707
1,27,33,0.085127551
1,27,34,0.085127551
1,27,35,0.129047619
1,27,36,0.129047619
1,27,37,0.02027381
1,27,38,0.02027381
1,27,39,0
1,27,40,0
1,27,41,0
1,27,42,0
1,27,43,0
1,27,44,0
1,27,45,0
1,27,46,0
1,27,47,0
1,27,48,0
1,28,1,0
1,28,2,0
1,28,3,0
1,28,4,0
1,28,5,0
1,28,6,0
1,28,7,0
1,28,8,0
1,28,9,0
1,28,10,0
1,28,11,0
1,28,12,0
1,28,13,0.151590136
1,28,14,0.151590136
1,28,15,0.074281463
1,28,16,0.074281463
1,28,17,0.095620748
1,28,18,0.095620748
1,28,19,0.219855442
1,28,20,0.219855442
1,28,21,0.10670068
1,28,22,0.10670068
1,28,23,0.221190476
1,28,24,0.221190476
1,28,25,0.406403061
1,28,26,0.406403061
1,28,27,0.729158163
1,28,28,0.729158163
1,28,29,0.508503401
1,28,30,0.508503401
1,28,31,0.099166667
1,28,32,0.099166667
1,28,33,0.053815476
1,28,34,0.053815476
1,28,35,0.229141156
1,28,36,0.229141156
1,28,37,0.066818878
1,28,38,0.066818878
1,28,39,0
1,28,40,0
1,28,41,0
1,28,42,0
1,28,43,0
1,28,44,0
1,28,45,0
1,28,46,0
1,28,47,0
1,28,48,0
1,29,1,0
1,29,2,0
1,29,3,0
1,29,4,0
1,29,5,0
1,29,6,0
1,29,7,0
1,29,8,0
1,29,9,0
1,29,10,0
1,29,11,0
1,29,12,0
1,29,13,0.205459184
1,29,14,0.205459184
1,29,15,0.59744898
1,29,16,0.59744898
1,29,17,0.616870748
1,29,18,0.616870748
1,29,19,0.499243197
1,29,20,0.499243197
1,29,21,0.473163265
1,29,22,0.473163265
1,29,23,0.549217687
1,29,24,0.549217687
1,29,25,0.796513605
1,29,26,0.796513605
1,29,27,0.804829932
1,29,28,0.804829932
