DateTime,Bergen-01,Bergen-02,Bergen-03,Bergen-04,Bergen-05,Bergen-06,Bergen-07,Bergen-08,Bergen-09,Bergen-10,Bergen-11,Bergen-12,Bergen-13,Bergen-14,Bergen-15,LM6000-01,LM6000-02,Titan130-01,Titan130-02,Titan130-03,Titan130-04
2024-06-04,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,40,40,12,12,12,12
