MONTH,DAY,PERIOD,1,2,3,4,5,6,7,8,9,10
1,3,31,0.311062925,0.431734694,0.841802721,0.768741497,0.426794218,0.78457483,0.358877551,0.262338435,0.646105442,0.669957483
1,3,32,0.311062925,0.431734694,0.841802721,0.768741497,0.426794218,0.78457483,0.358877551,0.262338435,0.646105442,0.669957483
1,3,33,0.50630102,0.550059524,0.765348639,0.405952381,0.045530612,0.724073129,0.507261905,0.236581633,0.503078231,0.732585034
1,3,34,0.50630102,0.550059524,0.765348639,0.405952381,0.045530612,0.724073129,0.507261905,0.236581633,0.503078231,0.732585034
1,3,35,0.431666667,0.526862245,0.565867347,0.12327381,0.010660714,0.515433673,0.53582483,0.143316327,0.447661565,0.550187075
1,3,36,0.431666667,0.526862245,0.565867347,0.12327381,0.010660714,0.515433673,0.53582483,0.143316327,0.447661565,0.550187075
1,3,37,0.054564626,0.063014456,0.070467687,0.009783163,0.0,0.059722789,0.065558673,0.009844388,0.06159949,0.06367517
1,3,38,0.054564626,0.063014456,0.070467687,0.009783163,0.0,0.059722789,0.065558673,0.009844388,0.06159949,0.06367517
1,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,11,0.008508503,0.010281463,0.012869048,0.011344388,0.003710544,0.00186352,0.008903912,0.004106888,0.01007398,0.002980357
1,4,12,0.008508503,0.010281463,0.012869048,0.011344388,0.003710544,0.00186352,0.008903912,0.004106888,0.01007398,0.002980357
1,4,13,0.358741497,0.396088435,0.422406463,0.375034014,0.173027211,0.275595238,0.387185374,0.236488095,0.376853741,0.341062925
1,4,14,0.358741497,0.396088435,0.422406463,0.375034014,0.173027211,0.275595238,0.387185374,0.236488095,0.376853741,0.341062925
1,4,15,0.724481293,0.719047619,0.762517007,0.45744898,0.427772109,0.671122449,0.73039966,0.635671769,0.709583333,0.588418367
1,4,16,0.724481293,0.719047619,0.762517007,0.45744898,0.427772109,0.671122449,0.73039966,0.635671769,0.709583333,0.588418367
1,4,17,0.843690476,0.771173469,0.828418367,0.529217687,0.533018707,0.548460884,0.801445578,0.813545918,0.709481293,0.805187075
1,4,18,0.843690476,0.771173469,0.828418367,0.529217687,0.533018707,0.548460884,0.801445578,0.813545918,0.709481293,0.805187075
1,4,19,0.876011905,0.818435374,0.862066327,0.731947279,0.752363946,0.439923469,0.839991497,0.823860544,0.692465986,0.836147959
1,4,20,0.876011905,0.818435374,0.862066327,0.731947279,0.752363946,0.439923469,0.839991497,0.823860544,0.692465986,0.836147959
1,4,21,0.890688776,0.840816327,0.872193878,0.763826531,0.576173469,0.689812925,0.856088435,0.844251701,0.814540816,0.847117347
1,4,22,0.890688776,0.840816327,0.872193878,0.763826531,0.576173469,0.689812925,0.856088435,0.844251701,0.814540816,0.847117347
1,4,23,0.903426871,0.845229592,0.875552721,0.350306122,0.542151361,0.789702381,0.820544218,0.860884354,0.787117347,0.862236395
1,4,24,0.903426871,0.845229592,0.875552721,0.350306122,0.542151361,0.789702381,0.820544218,0.860884354,0.787117347,0.862236395
1,4,25,0.907814626,0.845986395,0.871147959,0.335034014,0.565535714,0.843086735,0.704285714,0.865935374,0.78247449,0.865629252
1,4,26,0.907814626,0.845986395,0.871147959,0.335034014,0.565535714,0.843086735,0.704285714,0.865935374,0.78247449,0.865629252
1,4,27,0.901743197,0.838333333,0.864413265,0.404447279,0.707721088,0.852372449,0.661207483,0.835620748,0.755433673,0.86202381
1,4,28,0.901743197,0.838333333,0.864413265,0.404447279,0.707721088,0.852372449,0.661207483,0.835620748,0.755433673,0.86202381
1,4,29,0.891632653,0.771896259,0.849710884,0.756496599,0.625518707,0.834829932,0.732763605,0.764387755,0.578027211,0.846437075
1,4,30,0.891632653,0.771896259,0.849710884,0.756496599,0.625518707,0.834829932,0.732763605,0.764387755,0.578027211,0.846437075
1,4,31,0.858154762,0.458469388,0.820153061,0.771071429,0.566284014,0.801964286,0.807295918,0.788664966,0.429251701,0.819702381
1,4,32,0.858154762,0.458469388,0.820153061,0.771071429,0.566284014,0.801964286,0.807295918,0.788664966,0.429251701,0.819702381
1,4,33,0.789438776,0.309413265,0.753231293,0.657397959,0.122389456,0.720544218,0.707593537,0.719217687,0.083704082,0.748894558
1,4,34,0.789438776,0.309413265,0.753231293,0.657397959,0.122389456,0.720544218,0.707593537,0.719217687,0.083704082,0.748894558
1,4,35,0.579557823,0.077996599,0.556607143,0.208673469,0.015243197,0.485926871,0.520272109,0.272865646,0.004198129,0.536437075
1,4,36,0.579557823,0.077996599,0.556607143,0.208673469,0.015243197,0.485926871,0.520272109,0.272865646,0.004198129,0.536437075
1,4,37,0.072092687,0.0,0.069235544,0.007440391,0.0,0.054031463,0.063861395,0.011886905,0.0,0.064727041
1,4,38,0.072092687,0.0,0.069235544,0.007440391,0.0,0.054031463,0.063861395,0.011886905,0.0,0.064727041
1,4,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,11,0.012371599,0.00768716,0.008226786,0.007822619,0.002569898,0.00495068,0.008659864,0.008307908,0.003798895,0.00128818
1,5,12,0.012371599,0.00768716,0.008226786,0.007822619,0.002569898,0.00495068,0.008659864,0.008307908,0.003798895,0.00128818
1,5,13,0.416437075,0.372959184,0.271054422,0.389940476,0.181003401,0.371581633,0.255714286,0.384889456,0.312193878,0.340501701
1,5,14,0.416437075,0.372959184,0.271054422,0.389940476,0.181003401,0.371581633,0.255714286,0.384889456,0.312193878,0.340501701
1,5,15,0.776258503,0.721037415,0.676122449,0.735408163,0.283673469,0.681215986,0.112840136,0.718894558,0.641139456,0.690484694
1,5,16,0.776258503,0.721037415,0.676122449,0.735408163,0.283673469,0.681215986,0.112840136,0.718894558,0.641139456,0.690484694
1,5,17,0.848010204,0.801369048,0.828001701,0.78545068,0.585688776,0.76545068,0.040564626,0.749413265,0.733435374,0.797653061
1,5,18,0.848010204,0.801369048,0.828001701,0.78545068,0.585688776,0.76545068,0.040564626,0.749413265,0.733435374,0.797653061
1,5,19,0.884940476,0.846207483,0.862517007,0.839073129,0.459753401,0.826556122,0.442738095,0.829413265,0.804183673,0.833078231
1,5,20,0.884940476,0.846207483,0.862517007,0.839073129,0.459753401,0.826556122,0.442738095,0.829413265,0.804183673,0.833078231
1,5,21,0.894243197,0.869676871,0.877636054,0.864702381,0.639880952,0.836530612,0.284039116,0.85292517,0.839404762,0.845484694
1,5,22,0.894243197,0.869676871,0.877636054,0.864702381,0.639880952,0.836530612,0.284039116,0.85292517,0.839404762,0.845484694
1,5,23,0.897304422,0.878843537,0.883920068,0.865484694,0.634710884,0.825867347,0.648460884,0.857789116,0.847278912,0.855416667
1,5,24,0.897304422,0.878843537,0.883920068,0.865484694,0.634710884,0.825867347,0.648460884,0.857789116,0.847278912,0.855416667
1,5,25,0.89369898,0.878256803,0.883069728,0.860926871,0.404370748,0.806488095,0.734005102,0.853911565,0.824115646,0.855510204
1,5,26,0.89369898,0.878256803,0.883069728,0.860926871,0.404370748,0.806488095,0.734005102,0.853911565,0.824115646,0.855510204
1,5,27,0.885510204,0.866819728,0.874345238,0.853197279,0.301896259,0.55037415,0.598937075,0.842636054,0.468214286,0.849634354
1,5,28,0.885510204,0.866819728,0.874345238,0.853197279,0.301896259,0.55037415,0.598937075,0.842636054,0.468214286,0.849634354
1,5,29,0.871003401,0.845017007,0.85587585,0.837440476,0.361479592,0.247797619,0.568656463,0.829914966,0.51369898,0.833588435
1,5,30,0.871003401,0.845017007,0.85587585,0.837440476,0.361479592,0.247797619,0.568656463,0.829914966,0.51369898,0.833588435
1,5,31,0.838494898,0.807517007,0.818205782,0.532738095,0.20962585,0.109532313,0.589532313,0.802780612,0.460238095,0.799132653
1,5,32,0.838494898,0.807517007,0.818205782,0.532738095,0.20962585,0.109532313,0.589532313,0.802780612,0.460238095,0.799132653
1,5,33,0.765714286,0.700034014,0.748443878,0.54797619,0.13917517,0.075022109,0.739370748,0.724795918,0.413044218,0.739693878
1,5,34,0.765714286,0.700034014,0.748443878,0.54797619,0.13917517,0.075022109,0.739370748,0.724795918,0.413044218,0.739693878
1,5,35,0.573154762,0.463001701,0.542882653,0.217916667,0.110280612,0.227789116,0.499991497,0.483818027,0.327831633,0.52869898
1,5,36,0.573154762,0.463001701,0.542882653,0.217916667,0.110280612,0.227789116,0.499991497,0.483818027,0.327831633,0.52869898
1,5,37,0.072318027,0.055897959,0.066178571,0.006808759,0.014587585,0.049522109,0.055462585,0.057579932,0.037702381,0.064298469
1,5,38,0.072318027,0.055897959,0.066178571,0.006808759,0.014587585,0.049522109,0.055462585,0.057579932,0.037702381,0.064298469
1,5,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
