DateTime,Value
20/09/2024 06:00,0.0
20/09/2024 07:00,0.65625
20/09/2024 08:00,0.75
20/09/2024 09:00,0.8148148148148148
20/09/2024 10:00,0.7272727272727273
20/09/2024 11:00,0.6551724137931034
20/09/2024 12:00,0.896551724137931
20/09/2024 13:00,0.896551724137931
20/09/2024 14:00,0.7241379310344828
20/09/2024 15:00,0.5357142857142857
20/09/2024 16:00,0.5328159455056355
20/09/2024 17:00,0.275
20/09/2024 18:00,0.0
20/09/2024 19:00,0.0
20/09/2024 20:00,0.0
20/09/2024 21:00,0.0
20/09/2024 22:00,0.0
20/09/2024 23:00,0.0
21/09/2024 00:00,0.0
21/09/2024 01:00,0.0
21/09/2024 02:00,0.0
21/09/2024 03:00,0.0
21/09/2024 04:00,0.0
21/09/2024 05:00,0.0
21/09/2024 06:00,0.0
21/09/2024 07:00,0.0
21/09/2024 08:00,0.25
21/09/2024 09:00,0.24074074074074073
21/09/2024 10:00,0.2727272727272727
21/09/2024 11:00,0.22413793103448276
21/09/2024 12:00,0.22413793103448276
21/09/2024 13:00,0.2413793103448276
21/09/2024 14:00,0.27586206896551724
21/09/2024 15:00,0.21428571428571427
21/09/2024 16:00,0.14698370910500289
21/09/2024 17:00,0.0
21/09/2024 18:00,0.0
21/09/2024 19:00,0.0
21/09/2024 20:00,0.0
21/09/2024 21:00,0.0
21/09/2024 22:00,0.0
21/09/2024 23:00,0.0
22/09/2024 00:00,0.0
22/09/2024 01:00,0.0
22/09/2024 02:00,0.0
22/09/2024 03:00,0.0
22/09/2024 04:00,0.0
22/09/2024 05:00,0.0
22/09/2024 06:00,0.0
22/09/2024 07:00,0.0
22/09/2024 08:00,0.09090909090909091
22/09/2024 09:00,0.16666666666666666
22/09/2024 10:00,0.2
22/09/2024 11:00,0.22413793103448276
22/09/2024 12:00,0.41379310344827586
22/09/2024 13:00,0.2413793103448276
22/09/2024 14:00,0.27586206896551724
22/09/2024 15:00,0.5357142857142857
22/09/2024 16:00,0.20210260001937896
22/09/2024 17:00,0.0
22/09/2024 18:00,0.0
22/09/2024 19:00,0.0
22/09/2024 20:00,0.0
22/09/2024 21:00,0.0
