DateTime,bus,p_set
2024-05-31 15:00:00,SM KV OPF,0.0
2024-05-31 15:00:00,SM NPI,1.836277897
2024-05-31 15:00:00,SM TLO,3.67
2024-05-31 15:30:00,IB GF,0.0
2024-05-31 15:30:00,IB NPI,2.5
2024-05-31 15:30:00,IB OPF,69.5
2024-05-31 15:30:00,SM FT OPF,0.0
2024-05-31 15:30:00,SM GF,2.11
2024-05-31 15:30:00,SM KV OPF,0.0
2024-05-31 15:30:00,SM NPI,1.880872076
2024-05-31 15:30:00,SM TLO,3.67
2024-05-31 16:00:00,IB GF,0.0
2024-05-31 16:00:00,IB NPI,2.5
2024-05-31 16:00:00,IB OPF,69.5
2024-05-31 16:00:00,SM FT OPF,0.0
2024-05-31 16:00:00,SM GF,2.11
2024-05-31 16:00:00,SM KV OPF,0.0
2024-05-31 16:00:00,SM NPI,1.881195348
2024-05-31 16:00:00,SM TLO,3.67
2024-05-31 16:30:00,IB GF,0.0
2024-05-31 16:30:00,IB NPI,2.5
2024-05-31 16:30:00,IB OPF,69.5
2024-05-31 16:30:00,SM FT OPF,0.0
2024-05-31 16:30:00,SM GF,2.11
2024-05-31 16:30:00,SM KV OPF,0.0
2024-05-31 16:30:00,SM NPI,1.827068322
2024-05-31 16:30:00,SM TLO,3.67
2024-05-31 17:00:00,IB GF,0.0
2024-05-31 17:00:00,IB NPI,2.5
2024-05-31 17:00:00,IB OPF,69.5
2024-05-31 17:00:00,SM FT OPF,0.0
2024-05-31 17:00:00,SM GF,2.11
2024-05-31 17:00:00,SM KV OPF,0.0
2024-05-31 17:00:00,SM NPI,1.786208289
2024-05-31 17:00:00,SM TLO,3.67
2024-05-31 17:30:00,IB GF,0.0
2024-05-31 17:30:00,IB NPI,2.5
2024-05-31 17:30:00,IB OPF,69.5
2024-05-31 17:30:00,SM FT OPF,0.0
2024-05-31 17:30:00,SM GF,2.11
2024-05-31 17:30:00,SM KV OPF,0.0
2024-05-31 17:30:00,SM NPI,1.825236613
2024-05-31 17:30:00,SM TLO,3.67
2024-05-31 18:00:00,IB GF,0.0
2024-05-31 18:00:00,IB NPI,2.5
2024-05-31 18:00:00,IB OPF,69.5
2024-05-31 18:00:00,SM FT OPF,0.0
2024-05-31 18:00:00,SM GF,2.11
2024-05-31 18:00:00,SM KV OPF,0.0
2024-05-31 18:00:00,SM NPI,1.929963109
2024-05-31 18:00:00,SM TLO,3.67
2024-05-31 18:30:00,IB GF,0.0
2024-05-31 18:30:00,IB NPI,2.5
2024-05-31 18:30:00,IB OPF,69.5
2024-05-31 18:30:00,SM FT OPF,0.0
2024-05-31 18:30:00,SM GF,2.11
2024-05-31 18:30:00,SM KV OPF,0.0
2024-05-31 18:30:00,SM NPI,2.002389284
2024-05-31 18:30:00,SM TLO,3.67
2024-05-31 19:00:00,IB GF,0.0
2024-05-31 19:00:00,IB NPI,2.5
2024-05-31 19:00:00,IB OPF,69.5
2024-05-31 19:00:00,SM FT OPF,0.0
2024-05-31 19:00:00,SM GF,2.11
2024-05-31 19:00:00,SM KV OPF,0.0
2024-05-31 19:00:00,SM NPI,2.032379203
2024-05-31 19:00:00,SM TLO,3.67
2024-05-31 19:30:00,IB GF,0.0
2024-05-31 19:30:00,IB NPI,2.5
2024-05-31 19:30:00,IB OPF,69.5
2024-05-31 19:30:00,SM FT OPF,0.0
2024-05-31 19:30:00,SM GF,2.11
2024-05-31 19:30:00,SM KV OPF,0.0
2024-05-31 19:30:00,SM NPI,1.952422551
2024-05-31 19:30:00,SM TLO,3.67
2024-05-31 20:00:00,IB GF,0.0
2024-05-31 20:00:00,IB NPI,2.5
2024-05-31 20:00:00,IB OPF,69.5
2024-05-31 20:00:00,SM FT OPF,0.0
2024-05-31 20:00:00,SM GF,2.11
2024-05-31 20:00:00,SM KV OPF,0.0
2024-05-31 20:00:00,SM NPI,1.790724138
2024-05-31 20:00:00,SM TLO,3.67
2024-05-31 20:30:00,IB GF,0.0
2024-05-31 20:30:00,IB NPI,2.5
2024-05-31 20:30:00,IB OPF,69.5
2024-05-31 20:30:00,SM FT OPF,0.0
2024-05-31 20:30:00,SM GF,2.11
2024-05-31 20:30:00,SM KV OPF,0.0
2024-05-31 20:30:00,SM NPI,1.618395639
2024-05-31 20:30:00,SM TLO,3.67
2024-05-31 21:00:00,IB GF,0.0
2024-05-31 21:00:00,IB NPI,2.5
2024-05-31 21:00:00,IB OPF,69.5
2024-05-31 21:00:00,SM FT OPF,0.0
2024-05-31 21:00:00,SM GF,2.11
2024-05-31 21:00:00,SM KV OPF,0.0
2024-05-31 21:00:00,SM NPI,1.473179785
2024-05-31 21:00:00,SM TLO,3.67
2024-05-31 21:30:00,IB GF,0.0
2024-05-31 21:30:00,IB NPI,2.5
2024-05-31 21:30:00,IB OPF,69.5
2024-05-31 21:30:00,SM FT OPF,0.0
2024-05-31 21:30:00,SM GF,2.11
2024-05-31 21:30:00,SM KV OPF,0.0
2024-05-31 21:30:00,SM NPI,1.389426515
2024-05-31 21:30:00,SM TLO,3.67
2024-05-31 22:00:00,IB GF,0.0
2024-05-31 22:00:00,IB NPI,2.5
2024-05-31 22:00:00,IB OPF,69.5
2024-05-31 22:00:00,SM FT OPF,0.0
2024-05-31 22:00:00,SM GF,2.11
2024-05-31 22:00:00,SM KV OPF,0.0
2024-05-31 22:00:00,SM NPI,1.317443518
2024-05-31 22:00:00,SM TLO,3.67
2024-05-31 22:30:00,IB GF,0.0
2024-05-31 22:30:00,IB NPI,2.5
2024-05-31 22:30:00,IB OPF,69.5
2024-05-31 22:30:00,SM FT OPF,0.0
2024-05-31 22:30:00,SM GF,2.11
2024-05-31 22:30:00,SM KV OPF,0.0
2024-05-31 22:30:00,SM NPI,1.253058872
2024-05-31 22:30:00,SM TLO,3.67
2024-05-31 23:00:00,IB GF,0.0
2024-05-31 23:00:00,IB NPI,2.5
2024-05-31 23:00:00,IB OPF,69.5
2024-05-31 23:00:00,SM FT OPF,0.0
2024-05-31 23:00:00,SM GF,2.11
2024-05-31 23:00:00,SM KV OPF,0.0
2024-05-31 23:00:00,SM NPI,1.202124216
2024-05-31 23:00:00,SM TLO,3.67
2024-05-31 23:30:00,IB GF,0.0
2024-05-31 23:30:00,IB NPI,2.5
2024-05-31 23:30:00,IB OPF,69.5
2024-05-31 23:30:00,SM FT OPF,0.0
2024-05-31 23:30:00,SM GF,2.11
2024-05-31 23:30:00,SM KV OPF,0.0
2024-05-31 23:30:00,SM NPI,1.16590248
2024-05-31 23:30:00,SM TLO,3.67
2024-06-01 00:00:00,IB GF,0.0
2024-06-01 00:00:00,IB NPI,2.5
2024-06-01 00:00:00,IB OPF,69.5
2024-06-01 00:00:00,SM FT OPF,0.0
2024-06-01 00:00:00,SM GF,2.11
2024-06-01 00:00:00,SM KV OPF,0.0
2024-06-01 00:00:00,SM NPI,1.134873196
2024-06-01 00:00:00,SM TLO,3.67
2024-06-01 00:30:00,IB GF,0.0
2024-06-01 00:30:00,IB NPI,2.5
2024-06-01 00:30:00,IB OPF,69.5
2024-06-01 00:30:00,SM FT OPF,0.0
2024-06-01 00:30:00,SM GF,2.11
2024-06-01 00:30:00,SM KV OPF,0.0
2024-06-01 00:30:00,SM NPI,1.109662967
2024-06-01 00:30:00,SM TLO,3.67
2024-06-01 01:00:00,IB GF,0.0
2024-06-01 01:00:00,IB NPI,2.5
2024-06-01 01:00:00,IB OPF,69.5
2024-06-01 01:00:00,SM FT OPF,0.0
2024-06-01 01:00:00,SM GF,2.11
2024-06-01 01:00:00,SM KV OPF,0.0
2024-06-01 01:00:00,SM NPI,1.095179604
2024-06-01 01:00:00,SM TLO,3.67
2024-06-01 01:30:00,IB GF,0.0
2024-06-01 01:30:00,IB NPI,2.5
2024-06-01 01:30:00,IB OPF,69.5
2024-06-01 01:30:00,SM FT OPF,0.0
2024-06-01 01:30:00,SM GF,2.11
2024-06-01 01:30:00,SM KV OPF,0.0
2024-06-01 01:30:00,SM NPI,1.081054215
2024-06-01 01:30:00,SM TLO,3.67
2024-06-01 02:00:00,IB GF,0.0
2024-06-01 02:00:00,IB NPI,2.5
2024-06-01 02:00:00,IB OPF,69.5
2024-06-01 02:00:00,SM FT OPF,0.0
2024-06-01 02:00:00,SM GF,2.11
2024-06-01 02:00:00,SM KV OPF,0.0
2024-06-01 02:00:00,SM NPI,1.075050169
2024-06-01 02:00:00,SM TLO,3.67
2024-06-01 02:30:00,IB GF,0.0
2024-06-01 02:30:00,IB NPI,2.5
2024-06-01 02:30:00,IB OPF,69.5
2024-06-01 02:30:00,SM FT OPF,0.0
2024-06-01 02:30:00,SM GF,2.11
2024-06-01 02:30:00,SM KV OPF,0.0
2024-06-01 02:30:00,SM NPI,1.076824906
2024-06-01 02:30:00,SM TLO,3.67
2024-06-01 03:00:00,IB GF,0.0
2024-06-01 03:00:00,IB NPI,2.5
2024-06-01 03:00:00,IB OPF,69.5
2024-06-01 03:00:00,SM FT OPF,0.0
2024-06-01 03:00:00,SM GF,2.11
2024-06-01 03:00:00,SM KV OPF,0.0
2024-06-01 03:00:00,SM NPI,1.086749664
2024-06-01 03:00:00,SM TLO,3.67
2024-06-01 03:30:00,IB GF,0.0
2024-06-01 03:30:00,IB NPI,2.5
2024-06-01 03:30:00,IB OPF,69.5
2024-06-01 03:30:00,SM FT OPF,0.0
2024-06-01 03:30:00,SM GF,2.11
2024-06-01 03:30:00,SM KV OPF,0.0
2024-06-01 03:30:00,SM NPI,1.157044553
2024-06-01 03:30:00,SM TLO,3.67
2024-06-01 04:00:00,IB GF,0.0
2024-06-01 04:00:00,IB NPI,2.5
2024-06-01 04:00:00,IB OPF,69.5
2024-06-01 04:00:00,SM FT OPF,0.0
2024-06-01 04:00:00,SM GF,2.11
2024-06-01 04:00:00,SM KV OPF,0.0
2024-06-01 04:00:00,SM NPI,1.27615285
2024-06-01 04:00:00,SM TLO,3.67
2024-06-01 04:30:00,IB GF,0.0
2024-06-01 04:30:00,IB NPI,2.5
2024-06-01 04:30:00,IB OPF,69.5
2024-06-01 04:30:00,SM FT OPF,0.0
2024-06-01 04:30:00,SM GF,2.11
2024-06-01 04:30:00,SM KV OPF,0.0
2024-06-01 04:30:00,SM NPI,1.325838073
2024-06-01 04:30:00,SM TLO,3.67
2024-06-01 05:00:00,IB GF,0.0
2024-06-01 05:00:00,IB NPI,2.5
2024-06-01 05:00:00,IB OPF,69.5
2024-06-01 05:00:00,SM FT OPF,0.0
2024-06-01 05:00:00,SM GF,2.11
2024-06-01 05:00:00,SM KV OPF,0.0
2024-06-01 05:00:00,SM NPI,1.293108061
2024-06-01 05:00:00,SM TLO,3.67
2024-06-01 05:30:00,IB GF,0.0
2024-06-01 05:30:00,IB NPI,2.5
2024-06-01 05:30:00,IB OPF,69.5
2024-06-01 05:30:00,SM FT OPF,0.0
2024-06-01 05:30:00,SM GF,2.11
2024-06-01 05:30:00,SM KV OPF,0.0
2024-06-01 05:30:00,SM NPI,1.271342746
2024-06-01 05:30:00,SM TLO,3.67
2024-06-01 06:00:00,IB GF,0.0
2024-06-01 06:00:00,IB NPI,2.5
2024-06-01 06:00:00,IB OPF,92.87
2024-06-01 06:00:00,SM FT OPF,0.0
2024-06-01 06:00:00,SM GF,2.11
2024-06-01 06:00:00,SM KV OPF,0.0
2024-06-01 06:00:00,SM NPI,1.304650059
2024-06-01 06:00:00,SM TLO,3.67
2024-06-01 06:30:00,IB GF,0.0
2024-06-01 06:30:00,IB NPI,2.5
2024-06-01 06:30:00,IB OPF,92.87
2024-06-01 06:30:00,SM FT OPF,0.0
2024-06-01 06:30:00,SM GF,2.11
2024-06-01 06:30:00,SM KV OPF,0.0
2024-06-01 06:30:00,SM NPI,1.327878346
2024-06-01 06:30:00,SM TLO,3.67
2024-06-01 07:00:00,IB GF,0.0
2024-06-01 07:00:00,IB NPI,2.5
2024-06-01 07:00:00,IB OPF,92.87
2024-06-01 07:00:00,SM FT OPF,0.0
2024-06-01 07:00:00,SM GF,2.11
2024-06-01 07:00:00,SM KV OPF,0.0
2024-06-01 07:00:00,SM NPI,1.348839112
2024-06-01 07:00:00,SM TLO,3.67
2024-06-01 07:30:00,IB GF,0.0
2024-06-01 07:30:00,IB NPI,2.5
2024-06-01 07:30:00,IB OPF,92.87
2024-06-01 07:30:00,SM FT OPF,0.0
2024-06-01 07:30:00,SM GF,2.11
2024-06-01 07:30:00,SM KV OPF,0.0
2024-06-01 07:30:00,SM NPI,1.348485762
2024-06-01 07:30:00,SM TLO,3.67
2024-06-01 08:00:00,IB GF,0.0
2024-06-01 08:00:00,IB NPI,2.5
2024-06-01 08:00:00,IB OPF,92.87
2024-06-01 08:00:00,SM FT OPF,0.0
2024-06-01 08:00:00,SM GF,2.11
2024-06-01 08:00:00,SM KV OPF,0.0
2024-06-01 08:00:00,SM NPI,1.337778154
2024-06-01 08:00:00,SM TLO,3.67
2024-06-01 08:30:00,IB GF,0.0
2024-06-01 08:30:00,IB NPI,2.5
2024-06-01 08:30:00,IB OPF,92.87
2024-06-01 08:30:00,SM FT OPF,0.0
2024-06-01 08:30:00,SM GF,2.11
2024-06-01 08:30:00,SM KV OPF,0.0
2024-06-01 08:30:00,SM NPI,1.324559052
2024-06-01 08:30:00,SM TLO,3.67
2024-06-01 09:00:00,IB GF,0.0
2024-06-01 09:00:00,IB NPI,2.5
2024-06-01 09:00:00,IB OPF,92.87
2024-06-01 09:00:00,SM FT OPF,0.0
2024-06-01 09:00:00,SM GF,2.11
2024-06-01 09:00:00,SM KV OPF,0.0
2024-06-01 09:00:00,SM NPI,1.319432352
2024-06-01 09:00:00,SM TLO,3.67
2024-06-01 09:30:00,IB GF,0.0
2024-06-01 09:30:00,IB NPI,2.5
2024-06-01 09:30:00,IB OPF,92.87
2024-06-01 09:30:00,SM FT OPF,0.0
2024-06-01 09:30:00,SM GF,2.11
2024-06-01 09:30:00,SM KV OPF,0.0
2024-06-01 09:30:00,SM NPI,1.364791466
2024-06-01 09:30:00,SM TLO,3.67
2024-06-01 10:00:00,IB GF,0.0
2024-06-01 10:00:00,IB NPI,2.5
2024-06-01 10:00:00,IB OPF,92.87
2024-06-01 10:00:00,SM FT OPF,0.0
2024-06-01 10:00:00,SM GF,2.11
2024-06-01 10:00:00,SM KV OPF,0.0
2024-06-01 10:00:00,SM NPI,1.430848116
2024-06-01 10:00:00,SM TLO,3.67
2024-06-01 10:30:00,IB GF,0.0
2024-06-01 10:30:00,IB NPI,2.5
2024-06-01 10:30:00,IB OPF,92.87
2024-06-01 10:30:00,SM FT OPF,0.0
2024-06-01 10:30:00,SM GF,2.11
2024-06-01 10:30:00,SM KV OPF,0.0
2024-06-01 10:30:00,SM NPI,1.48472526
2024-06-01 10:30:00,SM TLO,3.67
2024-06-01 11:00:00,IB GF,0.0
2024-06-01 11:00:00,IB NPI,2.5
2024-06-01 11:00:00,IB OPF,92.87
2024-06-01 11:00:00,SM FT OPF,0.0
2024-06-01 11:00:00,SM GF,2.11
2024-06-01 11:00:00,SM KV OPF,0.0
2024-06-01 11:00:00,SM NPI,1.53130004
2024-06-01 11:00:00,SM TLO,3.67
2024-06-01 11:30:00,IB GF,0.0
2024-06-01 11:30:00,IB NPI,2.5
2024-06-01 11:30:00,IB OPF,92.87
2024-06-01 11:30:00,SM FT OPF,0.0
2024-06-01 11:30:00,SM GF,2.11
2024-06-01 11:30:00,SM KV OPF,0.0
2024-06-01 11:30:00,SM NPI,1.571392804
2024-06-01 11:30:00,SM TLO,3.67
2024-06-01 12:00:00,IB GF,0.0
2024-06-01 12:00:00,IB NPI,2.5
2024-06-01 12:00:00,IB OPF,92.87
2024-06-01 12:00:00,SM FT OPF,0.0
2024-06-01 12:00:00,SM GF,2.11
2024-06-01 12:00:00,SM KV OPF,0.0
2024-06-01 12:00:00,SM NPI,1.603891349
2024-06-01 12:00:00,SM TLO,3.67
2024-06-01 12:30:00,IB GF,0.0
2024-06-01 12:30:00,IB NPI,2.5
2024-06-01 12:30:00,IB OPF,92.87
2024-06-01 12:30:00,SM FT OPF,0.0
2024-06-01 12:30:00,SM GF,2.11
2024-06-01 12:30:00,SM KV OPF,0.0
2024-06-01 12:30:00,SM NPI,1.631926379
2024-06-01 12:30:00,SM TLO,3.67
2024-06-01 13:00:00,IB GF,0.0
2024-06-01 13:00:00,IB NPI,2.5
2024-06-01 13:00:00,IB OPF,92.87
2024-06-01 13:00:00,SM FT OPF,0.0
2024-06-01 13:00:00,SM GF,2.11
2024-06-01 13:00:00,SM KV OPF,0.0
2024-06-01 13:00:00,SM NPI,1.668649247
2024-06-01 13:00:00,SM TLO,3.67
2024-06-01 13:30:00,IB GF,0.0
2024-06-01 13:30:00,IB NPI,2.5
2024-06-01 13:30:00,IB OPF,92.87
2024-06-01 13:30:00,SM FT OPF,0.0
2024-06-01 13:30:00,SM GF,2.11
2024-06-01 13:30:00,SM KV OPF,0.0
2024-06-01 13:30:00,SM NPI,1.711581191
2024-06-01 13:30:00,SM TLO,3.67
2024-06-01 14:00:00,IB GF,0.0
2024-06-01 14:00:00,IB NPI,2.5
2024-06-01 14:00:00,IB OPF,92.87
2024-06-01 14:00:00,SM FT OPF,0.0
2024-06-01 14:00:00,SM GF,2.11
2024-06-01 14:00:00,SM KV OPF,0.0
2024-06-01 14:00:00,SM NPI,1.771277259
2024-06-01 14:00:00,SM TLO,3.67
2024-06-01 14:30:00,IB GF,0.0
2024-06-01 14:30:00,IB NPI,2.5
2024-06-01 14:30:00,IB OPF,92.87
2024-06-01 14:30:00,SM FT OPF,0.0
2024-06-01 14:30:00,SM GF,2.11
2024-06-01 14:30:00,SM KV OPF,0.0
2024-06-01 14:30:00,SM NPI,1.810845192
2024-06-01 14:30:00,SM TLO,3.67
2024-06-01 15:00:00,IB GF,0.0
2024-06-01 15:00:00,IB NPI,2.5
2024-06-01 15:00:00,IB OPF,92.87
2024-06-01 15:00:00,SM FT OPF,0.0
2024-06-01 15:00:00,SM GF,2.11
2024-06-01 15:00:00,SM KV OPF,0.0
2024-06-01 15:00:00,SM NPI,1.836277897
2024-06-01 15:00:00,SM TLO,3.67
2024-06-01 15:30:00,IB GF,0.0
2024-06-01 15:30:00,IB NPI,2.5
2024-06-01 15:30:00,IB OPF,92.87
2024-06-01 15:30:00,SM FT OPF,0.0
2024-06-01 15:30:00,SM GF,2.11
2024-06-01 15:30:00,SM KV OPF,0.0
2024-06-01 15:30:00,SM NPI,1.880872076
2024-06-01 15:30:00,SM TLO,3.67
2024-06-01 16:00:00,IB GF,0.0
2024-06-01 16:00:00,IB NPI,2.5
2024-06-01 16:00:00,IB OPF,92.87
2024-06-01 16:00:00,SM FT OPF,0.0
2024-06-01 16:00:00,SM GF,2.11
2024-06-01 16:00:00,SM KV OPF,0.0
2024-06-01 16:00:00,SM NPI,1.881195348
2024-06-01 16:00:00,SM TLO,3.67
2024-06-01 16:30:00,IB GF,0.0
2024-06-01 16:30:00,IB NPI,2.5
2024-06-01 16:30:00,IB OPF,92.87
2024-06-01 16:30:00,SM FT OPF,0.0
2024-06-01 16:30:00,SM GF,2.11
2024-06-01 16:30:00,SM KV OPF,0.0
2024-06-01 16:30:00,SM NPI,1.827068322
2024-06-01 16:30:00,SM TLO,3.67
2024-06-01 17:00:00,IB GF,0.0
2024-06-01 17:00:00,IB NPI,2.5
2024-06-01 17:00:00,IB OPF,92.87
2024-06-01 17:00:00,SM FT OPF,0.0
2024-06-01 17:00:00,SM GF,2.11
2024-06-01 17:00:00,SM KV OPF,0.0
2024-06-01 17:00:00,SM NPI,1.786208289
2024-06-01 17:00:00,SM TLO,3.67
2024-06-01 17:30:00,IB GF,0.0
2024-06-01 17:30:00,IB NPI,2.5
2024-06-01 17:30:00,IB OPF,92.87
2024-06-01 17:30:00,SM FT OPF,0.0
2024-06-01 17:30:00,SM GF,2.11
2024-06-01 17:30:00,SM KV OPF,0.0
2024-06-01 17:30:00,SM NPI,1.825236613
2024-06-01 17:30:00,SM TLO,3.67
2024-06-01 18:00:00,IB GF,0.0
2024-06-01 18:00:00,IB NPI,2.5
2024-06-01 18:00:00,IB OPF,92.87
2024-06-01 18:00:00,SM FT OPF,0.0
2024-06-01 18:00:00,SM GF,2.11
2024-06-01 18:00:00,SM KV OPF,0.0
2024-06-01 18:00:00,SM NPI,1.929963109
2024-06-01 18:00:00,SM TLO,3.67
2024-06-01 18:30:00,IB GF,0.0
2024-06-01 18:30:00,IB NPI,2.5
2024-06-01 18:30:00,IB OPF,92.87
2024-06-01 18:30:00,SM FT OPF,0.0
2024-06-01 18:30:00,SM GF,2.11
2024-06-01 18:30:00,SM KV OPF,0.0
2024-06-01 18:30:00,SM NPI,2.002389284
2024-06-01 18:30:00,SM TLO,3.67
2024-06-01 19:00:00,IB GF,0.0
2024-06-01 19:00:00,IB NPI,2.5
2024-06-01 19:00:00,IB OPF,92.87
2024-06-01 19:00:00,SM FT OPF,0.0
2024-06-01 19:00:00,SM GF,2.11
2024-06-01 19:00:00,SM KV OPF,0.0
2024-06-01 19:00:00,SM NPI,2.032379203
2024-06-01 19:00:00,SM TLO,3.67
2024-06-01 19:30:00,IB GF,0.0
2024-06-01 19:30:00,IB NPI,2.5
2024-06-01 19:30:00,IB OPF,92.87
2024-06-01 19:30:00,SM FT OPF,0.0
2024-06-01 19:30:00,SM GF,2.11
2024-06-01 19:30:00,SM KV OPF,0.0
2024-06-01 19:30:00,SM NPI,1.952422551
2024-06-01 19:30:00,SM TLO,3.67
2024-06-01 20:00:00,IB GF,0.0
2024-06-01 20:00:00,IB NPI,2.5
2024-06-01 20:00:00,IB OPF,92.87
2024-06-01 20:00:00,SM FT OPF,0.0
2024-06-01 20:00:00,SM GF,2.11
2024-06-01 20:00:00,SM KV OPF,0.0
2024-06-01 20:00:00,SM NPI,1.790724138
2024-06-01 20:00:00,SM TLO,3.67
2024-06-01 20:30:00,IB GF,0.0
2024-06-01 20:30:00,IB NPI,2.5
2024-06-01 20:30:00,IB OPF,92.87
2024-06-01 20:30:00,SM FT OPF,0.0
2024-06-01 20:30:00,SM GF,2.11
2024-06-01 20:30:00,SM KV OPF,0.0
2024-06-01 20:30:00,SM NPI,1.618395639
2024-06-01 20:30:00,SM TLO,3.67
2024-06-01 21:00:00,IB GF,0.0
2024-06-01 21:00:00,IB NPI,2.5
2024-06-01 21:00:00,IB OPF,92.87
2024-06-01 21:00:00,SM FT OPF,0.0
2024-06-01 21:00:00,SM GF,2.11
2024-06-01 21:00:00,SM KV OPF,0.0
2024-06-01 21:00:00,SM NPI,1.473179785
2024-06-01 21:00:00,SM TLO,3.67
2024-06-01 21:30:00,IB GF,0.0
2024-06-01 21:30:00,IB NPI,2.5
2024-06-01 21:30:00,IB OPF,92.87
2024-06-01 21:30:00,SM FT OPF,0.0
2024-06-01 21:30:00,SM GF,2.11
2024-06-01 21:30:00,SM KV OPF,0.0
2024-06-01 21:30:00,SM NPI,1.389426515
2024-06-01 21:30:00,SM TLO,3.67
2024-06-01 22:00:00,IB GF,0.0
2024-06-01 22:00:00,IB NPI,2.5
2024-06-01 22:00:00,IB OPF,92.87
2024-06-01 22:00:00,SM FT OPF,0.0
2024-06-01 22:00:00,SM GF,2.11
2024-06-01 22:00:00,SM KV OPF,0.0
2024-06-01 22:00:00,SM NPI,1.317443518
2024-06-01 22:00:00,SM TLO,3.67
2024-06-01 22:30:00,IB GF,0.0
2024-06-01 22:30:00,IB NPI,2.5
2024-06-01 22:30:00,IB OPF,92.87
2024-06-01 22:30:00,SM FT OPF,0.0
2024-06-01 22:30:00,SM GF,2.11
2024-06-01 22:30:00,SM KV OPF,0.0
2024-06-01 22:30:00,SM NPI,1.253058872
2024-06-01 22:30:00,SM TLO,3.67
2024-06-01 23:00:00,IB GF,0.0
2024-06-01 23:00:00,IB NPI,2.5
2024-06-01 23:00:00,IB OPF,92.87
2024-06-01 23:00:00,SM FT OPF,0.0
2024-06-01 23:00:00,SM GF,2.11
2024-06-01 23:00:00,SM KV OPF,0.0
2024-06-01 23:00:00,SM NPI,1.202124216
2024-06-01 23:00:00,SM TLO,3.67
2024-06-01 23:30:00,IB GF,0.0
2024-06-01 23:30:00,IB NPI,2.5
2024-06-01 23:30:00,IB OPF,92.87
2024-06-01 23:30:00,SM FT OPF,0.0
2024-06-01 23:30:00,SM GF,2.11
2024-06-01 23:30:00,SM KV OPF,0.0
2024-06-01 23:30:00,SM NPI,1.16590248
2024-06-01 23:30:00,SM TLO,3.67
2024-06-02 00:00:00,IB GF,0.0
2024-06-02 00:00:00,IB NPI,2.5
2024-06-02 00:00:00,IB OPF,92.87
2024-06-02 00:00:00,SM FT OPF,0.0
2024-06-02 00:00:00,SM GF,2.11
2024-06-02 00:00:00,SM KV OPF,0.0
2024-06-02 00:00:00,SM NPI,1.127205134
2024-06-02 00:00:00,SM TLO,3.67
2024-06-02 00:30:00,IB GF,0.0
2024-06-02 00:30:00,IB NPI,2.5
2024-06-02 00:30:00,IB OPF,92.87
2024-06-02 00:30:00,SM FT OPF,0.0
2024-06-02 00:30:00,SM GF,2.11
2024-06-02 00:30:00,SM KV OPF,0.0
2024-06-02 00:30:00,SM NPI,1.102165244
2024-06-02 00:30:00,SM TLO,3.67
2024-06-02 01:00:00,IB GF,0.0
2024-06-02 01:00:00,IB NPI,2.5
2024-06-02 01:00:00,IB OPF,92.87
2024-06-02 01:00:00,SM FT OPF,0.0
2024-06-02 01:00:00,SM GF,2.11
2024-06-02 01:00:00,SM KV OPF,0.0
2024-06-02 01:00:00,SM NPI,1.087779742
2024-06-02 01:00:00,SM TLO,3.67
2024-06-02 01:30:00,IB GF,0.0
2024-06-02 01:30:00,IB NPI,2.5
2024-06-02 01:30:00,IB OPF,92.87
2024-06-02 01:30:00,SM FT OPF,0.0
2024-06-02 01:30:00,SM GF,2.11
2024-06-02 01:30:00,SM KV OPF,0.0
2024-06-02 01:30:00,SM NPI,1.073749795
2024-06-02 01:30:00,SM TLO,3.67
2024-06-02 02:00:00,IB GF,0.0
2024-06-02 02:00:00,IB NPI,2.5
2024-06-02 02:00:00,IB OPF,92.87
2024-06-02 02:00:00,SM FT OPF,0.0
2024-06-02 02:00:00,SM GF,2.11
2024-06-02 02:00:00,SM KV OPF,0.0
2024-06-02 02:00:00,SM NPI,1.067786317
2024-06-02 02:00:00,SM TLO,3.67
2024-06-02 02:30:00,IB GF,0.0
2024-06-02 02:30:00,IB NPI,2.5
2024-06-02 02:30:00,IB OPF,92.87
2024-06-02 02:30:00,SM FT OPF,0.0
2024-06-02 02:30:00,SM GF,2.11
2024-06-02 02:30:00,SM KV OPF,0.0
2024-06-02 02:30:00,SM NPI,1.069549062
2024-06-02 02:30:00,SM TLO,3.67
2024-06-02 03:00:00,IB GF,0.0
2024-06-02 03:00:00,IB NPI,2.5
2024-06-02 03:00:00,IB OPF,92.87
2024-06-02 03:00:00,SM FT OPF,0.0
2024-06-02 03:00:00,SM GF,2.11
2024-06-02 03:00:00,SM KV OPF,0.0
2024-06-02 03:00:00,SM NPI,1.079406761
2024-06-02 03:00:00,SM TLO,3.67
2024-06-02 03:30:00,IB GF,0.0
2024-06-02 03:30:00,IB NPI,2.5
2024-06-02 03:30:00,IB OPF,92.87
2024-06-02 03:30:00,SM FT OPF,0.0
2024-06-02 03:30:00,SM GF,2.11
2024-06-02 03:30:00,SM KV OPF,0.0
2024-06-02 03:30:00,SM NPI,1.149226684
2024-06-02 03:30:00,SM TLO,3.67
2024-06-02 04:00:00,IB GF,0.0
2024-06-02 04:00:00,IB NPI,2.5
2024-06-02 04:00:00,IB OPF,92.87
2024-06-02 04:00:00,SM FT OPF,0.0
2024-06-02 04:00:00,SM GF,2.11
2024-06-02 04:00:00,SM KV OPF,0.0
2024-06-02 04:00:00,SM NPI,1.267530196
2024-06-02 04:00:00,SM TLO,3.67
