DateTime,bus,p_set
2024-04-29 18:00:00,SM FT OPF,0.0
2024-04-29 18:00:00,SM GF,2.11
2024-04-29 18:00:00,SM KV OPF,0.0
2024-04-29 18:00:00,SM NPI,2.2429301
2024-04-29 18:00:00,SM TLO,3.73
2024-04-29 18:30:00,IB GF,0.0
2024-04-29 18:30:00,IB NPI,2.5
2024-04-29 18:30:00,IB OPF,64.18
2024-04-29 18:30:00,SM FT OPF,0.0
2024-04-29 18:30:00,SM GF,2.11
2024-04-29 18:30:00,SM KV OPF,0.0
2024-04-29 18:30:00,SM NPI,2.32710106
2024-04-29 18:30:00,SM TLO,3.73
2024-04-29 19:00:00,IB GF,0.0
2024-04-29 19:00:00,IB NPI,2.5
2024-04-29 19:00:00,IB OPF,64.18
2024-04-29 19:00:00,SM FT OPF,0.0
2024-04-29 19:00:00,SM GF,2.11
2024-04-29 19:00:00,SM KV OPF,0.0
2024-04-29 19:00:00,SM NPI,2.361954209
2024-04-29 19:00:00,SM TLO,3.73
2024-04-29 19:30:00,IB GF,0.0
2024-04-29 19:30:00,IB NPI,2.5
2024-04-29 19:30:00,IB OPF,64.18
2024-04-29 19:30:00,SM FT OPF,0.0
2024-04-29 19:30:00,SM GF,2.11
2024-04-29 19:30:00,SM KV OPF,0.0
2024-04-29 19:30:00,SM NPI,2.269031614
2024-04-29 19:30:00,SM TLO,3.73
2024-04-29 20:00:00,IB GF,0.0
2024-04-29 20:00:00,IB NPI,2.5
2024-04-29 20:00:00,IB OPF,64.18
2024-04-29 20:00:00,SM FT OPF,0.0
2024-04-29 20:00:00,SM GF,2.11
2024-04-29 20:00:00,SM KV OPF,0.0
2024-04-29 20:00:00,SM NPI,2.081111836
2024-04-29 20:00:00,SM TLO,3.73
2024-04-29 20:30:00,IB GF,0.0
2024-04-29 20:30:00,IB NPI,2.5
2024-04-29 20:30:00,IB OPF,64.18
2024-04-29 20:30:00,SM FT OPF,0.0
2024-04-29 20:30:00,SM GF,2.11
2024-04-29 20:30:00,SM KV OPF,0.0
2024-04-29 20:30:00,SM NPI,1.880838175
2024-04-29 20:30:00,SM TLO,3.73
2024-04-29 21:00:00,IB GF,0.0
2024-04-29 21:00:00,IB NPI,2.5
2024-04-29 21:00:00,IB OPF,64.18
2024-04-29 21:00:00,SM FT OPF,0.0
2024-04-29 21:00:00,SM GF,2.11
2024-04-29 21:00:00,SM KV OPF,0.0
2024-04-29 21:00:00,SM NPI,1.712073805
2024-04-29 21:00:00,SM TLO,3.73
2024-04-29 21:30:00,IB GF,0.0
2024-04-29 21:30:00,IB NPI,2.5
2024-04-29 21:30:00,IB OPF,64.18
2024-04-29 21:30:00,SM FT OPF,0.0
2024-04-29 21:30:00,SM GF,2.11
2024-04-29 21:30:00,SM KV OPF,0.0
2024-04-29 21:30:00,SM NPI,1.614738923
2024-04-29 21:30:00,SM TLO,3.73
2024-04-29 22:00:00,IB GF,0.0
2024-04-29 22:00:00,IB NPI,2.5
2024-04-29 22:00:00,IB OPF,64.18
2024-04-29 22:00:00,SM FT OPF,0.0
2024-04-29 22:00:00,SM GF,2.11
2024-04-29 22:00:00,SM KV OPF,0.0
2024-04-29 22:00:00,SM NPI,1.531083008
2024-04-29 22:00:00,SM TLO,3.73
2024-04-29 22:30:00,IB GF,0.0
2024-04-29 22:30:00,IB NPI,2.5
2024-04-29 22:30:00,IB OPF,64.18
2024-04-29 22:30:00,SM FT OPF,0.0
2024-04-29 22:30:00,SM GF,2.11
2024-04-29 22:30:00,SM KV OPF,0.0
2024-04-29 22:30:00,SM NPI,1.456257608
2024-04-29 22:30:00,SM TLO,3.73
2024-04-29 23:00:00,IB GF,0.0
2024-04-29 23:00:00,IB NPI,2.5
2024-04-29 23:00:00,IB OPF,64.18
2024-04-29 23:00:00,SM FT OPF,0.0
2024-04-29 23:00:00,SM GF,2.11
2024-04-29 23:00:00,SM KV OPF,0.0
2024-04-29 23:00:00,SM NPI,1.397063278
2024-04-29 23:00:00,SM TLO,3.73
2024-04-29 23:30:00,IB GF,0.0
2024-04-29 23:30:00,IB NPI,2.5
2024-04-29 23:30:00,IB OPF,64.18
2024-04-29 23:30:00,SM FT OPF,0.0
2024-04-29 23:30:00,SM GF,2.11
2024-04-29 23:30:00,SM KV OPF,0.0
2024-04-29 23:30:00,SM NPI,1.354967747
2024-04-29 23:30:00,SM TLO,3.73
2024-04-30 00:00:00,IB GF,0.0
2024-04-30 00:00:00,IB NPI,2.5
2024-04-30 00:00:00,IB OPF,64.18
2024-04-30 00:00:00,SM FT OPF,0.0
2024-04-30 00:00:00,SM GF,2.11
2024-04-30 00:00:00,SM KV OPF,0.0
2024-04-30 00:00:00,SM NPI,1.311238625
2024-04-30 00:00:00,SM TLO,3.73
2024-04-30 00:30:00,IB GF,0.0
2024-04-30 00:30:00,IB NPI,2.5
2024-04-30 00:30:00,IB OPF,64.18
2024-04-30 00:30:00,SM FT OPF,0.0
2024-04-30 00:30:00,SM GF,2.11
2024-04-30 00:30:00,SM KV OPF,0.0
2024-04-30 00:30:00,SM NPI,1.28211059
2024-04-30 00:30:00,SM TLO,3.73
2024-04-30 01:00:00,IB GF,0.0
2024-04-30 01:00:00,IB NPI,2.5
2024-04-30 01:00:00,IB OPF,64.18
2024-04-30 01:00:00,SM FT OPF,0.0
2024-04-30 01:00:00,SM GF,2.11
2024-04-30 01:00:00,SM KV OPF,0.0
2024-04-30 01:00:00,SM NPI,1.265376435
2024-04-30 01:00:00,SM TLO,3.73
2024-04-30 01:30:00,IB GF,0.0
2024-04-30 01:30:00,IB NPI,2.5
2024-04-30 01:30:00,IB OPF,64.18
2024-04-30 01:30:00,SM FT OPF,0.0
2024-04-30 01:30:00,SM GF,2.11
2024-04-30 01:30:00,SM KV OPF,0.0
2024-04-30 01:30:00,SM NPI,1.249055884
2024-04-30 01:30:00,SM TLO,3.73
2024-04-30 02:00:00,IB GF,0.0
2024-04-30 02:00:00,IB NPI,2.5
2024-04-30 02:00:00,IB OPF,64.18
2024-04-30 02:00:00,SM FT OPF,0.0
2024-04-30 02:00:00,SM GF,2.11
2024-04-30 02:00:00,SM KV OPF,0.0
2024-04-30 02:00:00,SM NPI,1.242118777
2024-04-30 02:00:00,SM TLO,3.73
2024-04-30 02:30:00,IB GF,0.0
2024-04-30 02:30:00,IB NPI,2.5
2024-04-30 02:30:00,IB OPF,64.18
2024-04-30 02:30:00,SM FT OPF,0.0
2024-04-30 02:30:00,SM GF,2.11
2024-04-30 02:30:00,SM KV OPF,0.0
2024-04-30 02:30:00,SM NPI,1.244169317
2024-04-30 02:30:00,SM TLO,3.73
2024-04-30 03:00:00,IB GF,0.0
2024-04-30 03:00:00,IB NPI,2.5
2024-04-30 03:00:00,IB OPF,64.18
2024-04-30 03:00:00,SM FT OPF,0.0
2024-04-30 03:00:00,SM GF,2.11
2024-04-30 03:00:00,SM KV OPF,0.0
2024-04-30 03:00:00,SM NPI,1.255636436
2024-04-30 03:00:00,SM TLO,3.73
2024-04-30 03:30:00,IB GF,0.0
2024-04-30 03:30:00,IB NPI,2.5
2024-04-30 03:30:00,IB OPF,64.18
2024-04-30 03:30:00,SM FT OPF,0.0
2024-04-30 03:30:00,SM GF,2.11
2024-04-30 03:30:00,SM KV OPF,0.0
2024-04-30 03:30:00,SM NPI,1.336855531
2024-04-30 03:30:00,SM TLO,3.73
2024-04-30 04:00:00,IB GF,0.0
2024-04-30 04:00:00,IB NPI,2.5
2024-04-30 04:00:00,IB OPF,64.18
2024-04-30 04:00:00,SM FT OPF,0.0
2024-04-30 04:00:00,SM GF,2.11
2024-04-30 04:00:00,SM KV OPF,0.0
2024-04-30 04:00:00,SM NPI,1.474473901
2024-04-30 04:00:00,SM TLO,3.73
2024-04-30 04:30:00,IB GF,0.0
2024-04-30 04:30:00,IB NPI,2.5
2024-04-30 04:30:00,IB OPF,64.18
2024-04-30 04:30:00,SM FT OPF,0.0
2024-04-30 04:30:00,SM GF,2.11
2024-04-30 04:30:00,SM KV OPF,0.0
2024-04-30 04:30:00,SM NPI,1.531880476
2024-04-30 04:30:00,SM TLO,3.73
2024-04-30 05:00:00,IB GF,0.0
2024-04-30 05:00:00,IB NPI,2.5
2024-04-30 05:00:00,IB OPF,64.18
2024-04-30 05:00:00,SM FT OPF,0.0
2024-04-30 05:00:00,SM GF,2.11
2024-04-30 05:00:00,SM KV OPF,0.0
2024-04-30 05:00:00,SM NPI,1.494064043
2024-04-30 05:00:00,SM TLO,3.73
2024-04-30 05:30:00,IB GF,0.0
2024-04-30 05:30:00,IB NPI,2.5
2024-04-30 05:30:00,IB OPF,64.18
2024-04-30 05:30:00,SM FT OPF,0.0
2024-04-30 05:30:00,SM GF,2.11
2024-04-30 05:30:00,SM KV OPF,0.0
2024-04-30 05:30:00,SM NPI,1.468916281
2024-04-30 05:30:00,SM TLO,3.73
2024-04-30 06:00:00,IB GF,0.0
2024-04-30 06:00:00,IB NPI,2.5
2024-04-30 06:00:00,IB OPF,64.18
2024-04-30 06:00:00,SM FT OPF,0.0
2024-04-30 06:00:00,SM GF,2.11
2024-04-30 06:00:00,SM KV OPF,0.0
2024-04-30 06:00:00,SM NPI,1.507399731
2024-04-30 06:00:00,SM TLO,3.43
2024-04-30 06:30:00,IB GF,0.0
2024-04-30 06:30:00,IB NPI,2.5
2024-04-30 06:30:00,IB OPF,64.18
2024-04-30 06:30:00,SM FT OPF,0.0
2024-04-30 06:30:00,SM GF,2.11
2024-04-30 06:30:00,SM KV OPF,0.0
2024-04-30 06:30:00,SM NPI,1.534237819
2024-04-30 06:30:00,SM TLO,3.43
2024-04-30 07:00:00,IB GF,0.0
2024-04-30 07:00:00,IB NPI,2.5
2024-04-30 07:00:00,IB OPF,64.18
2024-04-30 07:00:00,SM FT OPF,0.0
2024-04-30 07:00:00,SM GF,2.11
2024-04-30 07:00:00,SM KV OPF,0.0
2024-04-30 07:00:00,SM NPI,1.558456002
2024-04-30 07:00:00,SM TLO,3.43
2024-04-30 07:30:00,IB GF,0.0
2024-04-30 07:30:00,IB NPI,2.5
2024-04-30 07:30:00,IB OPF,64.18
2024-04-30 07:30:00,SM FT OPF,0.0
2024-04-30 07:30:00,SM GF,2.11
2024-04-30 07:30:00,SM KV OPF,0.0
2024-04-30 07:30:00,SM NPI,1.558047739
2024-04-30 07:30:00,SM TLO,3.43
2024-04-30 08:00:00,IB GF,0.0
2024-04-30 08:00:00,IB NPI,2.5
2024-04-30 08:00:00,IB OPF,64.18
2024-04-30 08:00:00,SM FT OPF,0.0
2024-04-30 08:00:00,SM GF,2.11
2024-04-30 08:00:00,SM KV OPF,0.0
2024-04-30 08:00:00,SM NPI,1.54567611
2024-04-30 08:00:00,SM TLO,3.43
2024-04-30 08:30:00,IB GF,0.0
2024-04-30 08:30:00,IB NPI,2.5
2024-04-30 08:30:00,IB OPF,64.18
2024-04-30 08:30:00,SM FT OPF,0.0
2024-04-30 08:30:00,SM GF,2.11
2024-04-30 08:30:00,SM KV OPF,0.0
2024-04-30 08:30:00,SM NPI,1.530402689
2024-04-30 08:30:00,SM TLO,3.43
2024-04-30 09:00:00,IB GF,0.0
2024-04-30 09:00:00,IB NPI,2.5
2024-04-30 09:00:00,IB OPF,64.18
2024-04-30 09:00:00,SM FT OPF,0.0
2024-04-30 09:00:00,SM GF,2.11
2024-04-30 09:00:00,SM KV OPF,0.0
2024-04-30 09:00:00,SM NPI,1.524479272
2024-04-30 09:00:00,SM TLO,3.43
2024-04-30 09:30:00,IB GF,0.0
2024-04-30 09:30:00,IB NPI,2.5
2024-04-30 09:30:00,IB OPF,64.18
2024-04-30 09:30:00,SM FT OPF,0.0
2024-04-30 09:30:00,SM GF,2.11
2024-04-30 09:30:00,SM KV OPF,0.0
2024-04-30 09:30:00,SM NPI,1.576887437
2024-04-30 09:30:00,SM TLO,3.43
2024-04-30 10:00:00,IB GF,0.0
2024-04-30 10:00:00,IB NPI,2.5
2024-04-30 10:00:00,IB OPF,64.18
2024-04-30 10:00:00,SM FT OPF,0.0
2024-04-30 10:00:00,SM GF,2.11
2024-04-30 10:00:00,SM KV OPF,0.0
2024-04-30 10:00:00,SM NPI,1.653209648
2024-04-30 10:00:00,SM TLO,3.43
2024-04-30 10:30:00,IB GF,0.0
2024-04-30 10:30:00,IB NPI,2.5
2024-04-30 10:30:00,IB OPF,64.18
2024-04-30 10:30:00,SM FT OPF,0.0
2024-04-30 10:30:00,SM GF,2.11
2024-04-30 10:30:00,SM KV OPF,0.0
2024-04-30 10:30:00,SM NPI,1.715459591
2024-04-30 10:30:00,SM TLO,3.43
2024-04-30 11:00:00,IB GF,0.0
2024-04-30 11:00:00,IB NPI,2.5
2024-04-30 11:00:00,IB OPF,64.18
2024-04-30 11:00:00,SM FT OPF,0.0
2024-04-30 11:00:00,SM GF,2.11
2024-04-30 11:00:00,SM KV OPF,0.0
2024-04-30 11:00:00,SM NPI,1.769272343
2024-04-30 11:00:00,SM TLO,3.43
2024-04-30 11:30:00,IB GF,0.0
2024-04-30 11:30:00,IB NPI,2.5
2024-04-30 11:30:00,IB OPF,64.18
2024-04-30 11:30:00,SM FT OPF,0.0
2024-04-30 11:30:00,SM GF,2.11
2024-04-30 11:30:00,SM KV OPF,0.0
2024-04-30 11:30:00,SM NPI,1.81559574
2024-04-30 11:30:00,SM TLO,3.43
2024-04-30 12:00:00,IB GF,0.0
2024-04-30 12:00:00,IB NPI,2.5
2024-04-30 12:00:00,IB OPF,64.18
2024-04-30 12:00:00,SM FT OPF,0.0
2024-04-30 12:00:00,SM GF,2.11
2024-04-30 12:00:00,SM KV OPF,0.0
2024-04-30 12:00:00,SM NPI,1.853144734
2024-04-30 12:00:00,SM TLO,3.43
2024-04-30 12:30:00,IB GF,0.0
2024-04-30 12:30:00,IB NPI,2.5
2024-04-30 12:30:00,IB OPF,64.18
2024-04-30 12:30:00,SM FT OPF,0.0
2024-04-30 12:30:00,SM GF,2.11
2024-04-30 12:30:00,SM KV OPF,0.0
2024-04-30 12:30:00,SM NPI,1.88553656
2024-04-30 12:30:00,SM TLO,3.43
2024-04-30 13:00:00,IB GF,0.0
2024-04-30 13:00:00,IB NPI,2.5
2024-04-30 13:00:00,IB OPF,64.18
2024-04-30 13:00:00,SM FT OPF,0.0
2024-04-30 13:00:00,SM GF,2.11
2024-04-30 13:00:00,SM KV OPF,0.0
2024-04-30 13:00:00,SM NPI,1.927966359
2024-04-30 13:00:00,SM TLO,3.43
2024-04-30 13:30:00,IB GF,0.0
2024-04-30 13:30:00,IB NPI,2.5
2024-04-30 13:30:00,IB OPF,64.18
2024-04-30 13:30:00,SM FT OPF,0.0
2024-04-30 13:30:00,SM GF,2.11
2024-04-30 13:30:00,SM KV OPF,0.0
2024-04-30 13:30:00,SM NPI,1.97757016
2024-04-30 13:30:00,SM TLO,3.43
2024-04-30 14:00:00,IB GF,0.0
2024-04-30 14:00:00,IB NPI,2.5
2024-04-30 14:00:00,IB OPF,64.18
2024-04-30 14:00:00,SM FT OPF,0.0
2024-04-30 14:00:00,SM GF,2.11
2024-04-30 14:00:00,SM KV OPF,0.0
2024-04-30 14:00:00,SM NPI,2.04654332
2024-04-30 14:00:00,SM TLO,3.43
2024-04-30 14:30:00,IB GF,0.0
2024-04-30 14:30:00,IB NPI,2.5
2024-04-30 14:30:00,IB OPF,64.18
2024-04-30 14:30:00,SM FT OPF,0.0
2024-04-30 14:30:00,SM GF,2.11
2024-04-30 14:30:00,SM KV OPF,0.0
2024-04-30 14:30:00,SM NPI,2.092260323
2024-04-30 14:30:00,SM TLO,3.43
2024-04-30 15:00:00,IB GF,0.0
2024-04-30 15:00:00,IB NPI,2.5
2024-04-30 15:00:00,IB OPF,64.18
2024-04-30 15:00:00,SM FT OPF,0.0
2024-04-30 15:00:00,SM GF,2.11
2024-04-30 15:00:00,SM KV OPF,0.0
2024-04-30 15:00:00,SM NPI,2.121645408
2024-04-30 15:00:00,SM TLO,3.43
2024-04-30 15:30:00,IB GF,0.0
2024-04-30 15:30:00,IB NPI,2.5
2024-04-30 15:30:00,IB OPF,64.18
2024-04-30 15:30:00,SM FT OPF,0.0
2024-04-30 15:30:00,SM GF,2.11
2024-04-30 15:30:00,SM KV OPF,0.0
2024-04-30 15:30:00,SM NPI,2.173169763
2024-04-30 15:30:00,SM TLO,3.43
2024-04-30 16:00:00,IB GF,0.0
2024-04-30 16:00:00,IB NPI,2.5
2024-04-30 16:00:00,IB OPF,64.18
2024-04-30 16:00:00,SM FT OPF,0.0
2024-04-30 16:00:00,SM GF,2.11
2024-04-30 16:00:00,SM KV OPF,0.0
2024-04-30 16:00:00,SM NPI,2.173543274
2024-04-30 16:00:00,SM TLO,3.43
2024-04-30 16:30:00,IB GF,0.0
2024-04-30 16:30:00,IB NPI,2.5
2024-04-30 16:30:00,IB OPF,64.18
2024-04-30 16:30:00,SM FT OPF,0.0
2024-04-30 16:30:00,SM GF,2.11
2024-04-30 16:30:00,SM KV OPF,0.0
2024-04-30 16:30:00,SM NPI,2.111004615
2024-04-30 16:30:00,SM TLO,3.43
2024-04-30 17:00:00,IB GF,0.0
2024-04-30 17:00:00,IB NPI,2.5
2024-04-30 17:00:00,IB OPF,64.18
2024-04-30 17:00:00,SM FT OPF,0.0
2024-04-30 17:00:00,SM GF,2.11
2024-04-30 17:00:00,SM KV OPF,0.0
2024-04-30 17:00:00,SM NPI,2.063794712
2024-04-30 17:00:00,SM TLO,3.43
2024-04-30 17:30:00,IB GF,0.0
2024-04-30 17:30:00,IB NPI,2.5
2024-04-30 17:30:00,IB OPF,64.18
2024-04-30 17:30:00,SM FT OPF,0.0
2024-04-30 17:30:00,SM GF,2.11
2024-04-30 17:30:00,SM KV OPF,0.0
2024-04-30 17:30:00,SM NPI,2.108888248
2024-04-30 17:30:00,SM TLO,3.43
2024-04-30 18:00:00,IB GF,0.0
2024-04-30 18:00:00,IB NPI,2.5
2024-04-30 18:00:00,IB OPF,64.18
2024-04-30 18:00:00,SM FT OPF,0.0
2024-04-30 18:00:00,SM GF,2.11
2024-04-30 18:00:00,SM KV OPF,0.0
2024-04-30 18:00:00,SM NPI,2.229889808
2024-04-30 18:00:00,SM TLO,3.43
2024-04-30 18:30:00,IB GF,0.0
2024-04-30 18:30:00,IB NPI,2.5
2024-04-30 18:30:00,IB OPF,64.18
2024-04-30 18:30:00,SM FT OPF,0.0
2024-04-30 18:30:00,SM GF,2.11
2024-04-30 18:30:00,SM KV OPF,0.0
2024-04-30 18:30:00,SM NPI,2.313571403
2024-04-30 18:30:00,SM TLO,3.43
2024-04-30 19:00:00,IB GF,0.0
2024-04-30 19:00:00,IB NPI,2.5
2024-04-30 19:00:00,IB OPF,64.18
2024-04-30 19:00:00,SM FT OPF,0.0
2024-04-30 19:00:00,SM GF,2.11
2024-04-30 19:00:00,SM KV OPF,0.0
2024-04-30 19:00:00,SM NPI,2.348221917
2024-04-30 19:00:00,SM TLO,3.43
2024-04-30 19:30:00,IB GF,0.0
2024-04-30 19:30:00,IB NPI,2.5
2024-04-30 19:30:00,IB OPF,64.18
2024-04-30 19:30:00,SM FT OPF,0.0
2024-04-30 19:30:00,SM GF,2.11
2024-04-30 19:30:00,SM KV OPF,0.0
2024-04-30 19:30:00,SM NPI,2.255839569
2024-04-30 19:30:00,SM TLO,3.43
2024-04-30 20:00:00,IB GF,0.0
2024-04-30 20:00:00,IB NPI,2.5
2024-04-30 20:00:00,IB OPF,64.18
2024-04-30 20:00:00,SM FT OPF,0.0
2024-04-30 20:00:00,SM GF,2.11
2024-04-30 20:00:00,SM KV OPF,0.0
2024-04-30 20:00:00,SM NPI,2.069012348
2024-04-30 20:00:00,SM TLO,3.43
2024-04-30 20:30:00,IB GF,0.0
2024-04-30 20:30:00,IB NPI,2.5
2024-04-30 20:30:00,IB OPF,64.18
2024-04-30 20:30:00,SM FT OPF,0.0
2024-04-30 20:30:00,SM GF,2.11
2024-04-30 20:30:00,SM KV OPF,0.0
2024-04-30 20:30:00,SM NPI,1.869903069
2024-04-30 20:30:00,SM TLO,3.43
2024-04-30 21:00:00,IB GF,0.0
2024-04-30 21:00:00,IB NPI,2.5
2024-04-30 21:00:00,IB OPF,64.18
2024-04-30 21:00:00,SM FT OPF,0.0
2024-04-30 21:00:00,SM GF,2.11
2024-04-30 21:00:00,SM KV OPF,0.0
2024-04-30 21:00:00,SM NPI,1.702119887
2024-04-30 21:00:00,SM TLO,3.43
2024-04-30 21:30:00,IB GF,0.0
2024-04-30 21:30:00,IB NPI,2.5
2024-04-30 21:30:00,IB OPF,64.18
2024-04-30 21:30:00,SM FT OPF,0.0
2024-04-30 21:30:00,SM GF,2.11
2024-04-30 21:30:00,SM KV OPF,0.0
2024-04-30 21:30:00,SM NPI,1.605350906
2024-04-30 21:30:00,SM TLO,3.43
2024-04-30 22:00:00,IB GF,0.0
2024-04-30 22:00:00,IB NPI,2.5
2024-04-30 22:00:00,IB OPF,64.18
2024-04-30 22:00:00,SM FT OPF,0.0
2024-04-30 22:00:00,SM GF,2.11
2024-04-30 22:00:00,SM KV OPF,0.0
2024-04-30 22:00:00,SM NPI,1.522181363
2024-04-30 22:00:00,SM TLO,3.43
2024-04-30 22:30:00,IB GF,0.0
2024-04-30 22:30:00,IB NPI,2.5
2024-04-30 22:30:00,IB OPF,64.18
2024-04-30 22:30:00,SM FT OPF,0.0
2024-04-30 22:30:00,SM GF,2.11
2024-04-30 22:30:00,SM KV OPF,0.0
2024-04-30 22:30:00,SM NPI,1.447790994
2024-04-30 22:30:00,SM TLO,3.43
2024-04-30 23:00:00,IB GF,0.0
2024-04-30 23:00:00,IB NPI,2.5
2024-04-30 23:00:00,IB OPF,64.18
2024-04-30 23:00:00,SM FT OPF,0.0
2024-04-30 23:00:00,SM GF,2.11
2024-04-30 23:00:00,SM KV OPF,0.0
2024-04-30 23:00:00,SM NPI,1.388940817
2024-04-30 23:00:00,SM TLO,3.43
2024-04-30 23:30:00,IB GF,0.0
2024-04-30 23:30:00,IB NPI,2.5
2024-04-30 23:30:00,IB OPF,64.18
2024-04-30 23:30:00,SM FT OPF,0.0
2024-04-30 23:30:00,SM GF,2.11
2024-04-30 23:30:00,SM KV OPF,0.0
2024-04-30 23:30:00,SM NPI,1.347090027
2024-04-30 23:30:00,SM TLO,3.43
2024-05-01 00:00:00,IB GF,0.0
2024-05-01 00:00:00,IB NPI,2.5
2024-05-01 00:00:00,IB OPF,64.18
2024-05-01 00:00:00,SM FT OPF,0.0
2024-05-01 00:00:00,SM GF,2.11
2024-05-01 00:00:00,SM KV OPF,0.0
2024-05-01 00:00:00,SM NPI,1.303570563
2024-05-01 00:00:00,SM TLO,3.43
2024-05-01 00:30:00,IB GF,0.0
2024-05-01 00:30:00,IB NPI,2.5
2024-05-01 00:30:00,IB OPF,64.18
2024-05-01 00:30:00,SM FT OPF,0.0
2024-05-01 00:30:00,SM GF,2.11
2024-05-01 00:30:00,SM KV OPF,0.0
2024-05-01 00:30:00,SM NPI,1.274612867
2024-05-01 00:30:00,SM TLO,3.43
2024-05-01 01:00:00,IB GF,0.0
2024-05-01 01:00:00,IB NPI,2.5
2024-05-01 01:00:00,IB OPF,64.18
2024-05-01 01:00:00,SM FT OPF,0.0
2024-05-01 01:00:00,SM GF,2.11
2024-05-01 01:00:00,SM KV OPF,0.0
2024-05-01 01:00:00,SM NPI,1.257976573
2024-05-01 01:00:00,SM TLO,3.43
2024-05-01 01:30:00,IB GF,0.0
2024-05-01 01:30:00,IB NPI,2.5
2024-05-01 01:30:00,IB OPF,64.18
2024-05-01 01:30:00,SM FT OPF,0.0
2024-05-01 01:30:00,SM GF,2.11
2024-05-01 01:30:00,SM KV OPF,0.0
2024-05-01 01:30:00,SM NPI,1.241751464
2024-05-01 01:30:00,SM TLO,3.43
2024-05-01 02:00:00,IB GF,0.0
2024-05-01 02:00:00,IB NPI,2.5
2024-05-01 02:00:00,IB OPF,64.18
2024-05-01 02:00:00,SM FT OPF,0.0
2024-05-01 02:00:00,SM GF,2.11
2024-05-01 02:00:00,SM KV OPF,0.0
2024-05-01 02:00:00,SM NPI,1.234854924
2024-05-01 02:00:00,SM TLO,3.43
2024-05-01 02:30:00,IB GF,0.0
2024-05-01 02:30:00,IB NPI,2.5
2024-05-01 02:30:00,IB OPF,64.18
2024-05-01 02:30:00,SM FT OPF,0.0
2024-05-01 02:30:00,SM GF,2.11
2024-05-01 02:30:00,SM KV OPF,0.0
2024-05-01 02:30:00,SM NPI,1.236893473
2024-05-01 02:30:00,SM TLO,3.43
2024-05-01 03:00:00,IB GF,0.0
2024-05-01 03:00:00,IB NPI,2.5
2024-05-01 03:00:00,IB OPF,64.18
2024-05-01 03:00:00,SM FT OPF,0.0
2024-05-01 03:00:00,SM GF,2.11
2024-05-01 03:00:00,SM KV OPF,0.0
2024-05-01 03:00:00,SM NPI,1.248293533
2024-05-01 03:00:00,SM TLO,3.43
2024-05-01 03:30:00,IB GF,0.0
2024-05-01 03:30:00,IB NPI,2.5
2024-05-01 03:30:00,IB OPF,64.18
2024-05-01 03:30:00,SM FT OPF,0.0
2024-05-01 03:30:00,SM GF,2.11
2024-05-01 03:30:00,SM KV OPF,0.0
2024-05-01 03:30:00,SM NPI,1.329037662
2024-05-01 03:30:00,SM TLO,3.43
2024-05-01 04:00:00,IB GF,0.0
2024-05-01 04:00:00,IB NPI,2.5
2024-05-01 04:00:00,IB OPF,64.18
2024-05-01 04:00:00,SM FT OPF,0.0
2024-05-01 04:00:00,SM GF,2.11
2024-05-01 04:00:00,SM KV OPF,0.0
2024-05-01 04:00:00,SM NPI,1.465851247
2024-05-01 04:00:00,SM TLO,3.43
2024-05-01 04:30:00,IB GF,0.0
2024-05-01 04:30:00,IB NPI,2.5
2024-05-01 04:30:00,IB OPF,64.18
2024-05-01 04:30:00,SM FT OPF,0.0
2024-05-01 04:30:00,SM GF,2.11
2024-05-01 04:30:00,SM KV OPF,0.0
2024-05-01 04:30:00,SM NPI,1.522922111
2024-05-01 04:30:00,SM TLO,3.43
2024-05-01 05:00:00,IB GF,0.0
2024-05-01 05:00:00,IB NPI,2.5
2024-05-01 05:00:00,IB OPF,64.18
2024-05-01 05:00:00,SM FT OPF,0.0
2024-05-01 05:00:00,SM GF,2.11
2024-05-01 05:00:00,SM KV OPF,0.0
2024-05-01 05:00:00,SM NPI,1.485326826
2024-05-01 05:00:00,SM TLO,3.43
2024-05-01 05:30:00,IB GF,0.0
2024-05-01 05:30:00,IB NPI,2.5
2024-05-01 05:30:00,IB OPF,64.18
2024-05-01 05:30:00,SM FT OPF,0.0
2024-05-01 05:30:00,SM GF,2.11
2024-05-01 05:30:00,SM KV OPF,0.0
2024-05-01 05:30:00,SM NPI,1.460326128
2024-05-01 05:30:00,SM TLO,3.43
2024-05-01 06:00:00,IB GF,0.0
2024-05-01 06:00:00,IB NPI,2.5
2024-05-01 06:00:00,IB OPF,69.5
2024-05-01 06:00:00,SM FT OPF,0.0
2024-05-01 06:00:00,SM GF,2.11
2024-05-01 06:00:00,SM KV OPF,0.0
2024-05-01 06:00:00,SM NPI,1.498584528
2024-05-01 06:00:00,SM TLO,3.43
2024-05-01 06:30:00,IB GF,0.0
2024-05-01 06:30:00,IB NPI,2.5
2024-05-01 06:30:00,IB OPF,69.5
2024-05-01 06:30:00,SM FT OPF,0.0
2024-05-01 06:30:00,SM GF,2.11
2024-05-01 06:30:00,SM KV OPF,0.0
2024-05-01 06:30:00,SM NPI,1.525265668
2024-05-01 06:30:00,SM TLO,3.43
2024-05-01 07:00:00,IB GF,0.0
2024-05-01 07:00:00,IB NPI,2.5
2024-05-01 07:00:00,IB OPF,69.5
2024-05-01 07:00:00,SM FT OPF,0.0
2024-05-01 07:00:00,SM GF,2.11
2024-05-01 07:00:00,SM KV OPF,0.0
